TransactionID,Timestamp,TransactionAmount,CardType,Issuer,CardLimit,MerchantCountry,MerchantState,MerchantCity,UserAge,UserAccountTenure,UserIncome,AvgTransactionAmount,TransactionCountLastWeek,IsOnlineTransaction,IsHighRiskCountry,IsWeekendTransaction,TransactionHour,IsRepeatedTransaction,Class
14,87855,4757.667283787222,Debit,BankC,8572.490150130336,US,State1,CityC,26,29,87030.60970062784,191.16193869680447,4,1,0,1,1,1,0
15,107378,2051.3802931076802,Credit,BankC,16805.00869784032,IN,State2,CityB,39,5,42946.54489054661,151.48975443521687,8,1,1,1,19,1,0
16,816,3487.9514085203455,Debit,BankB,10592.3547891389,IN,State1,CityC,34,16,41705.15301676285,127.032152192076,8,1,0,1,15,1,0
17,120876,2590.8365635151335,Credit,BankC,13419.376974916153,US,State2,CityC,31,21,64805.47038702624,100.7632840090901,8,1,0,1,13,0,0
18,125726,560.0548147143479,Debit,BankB,12343.710554295132,IN,State2,CityC,48,12,53433.99695919606,43.805259945433406,5,1,1,0,18,1,0
19,98110,1749.2165730716542,Debit,BankB,13125.209111849052,FR,State3,CityC,58,17,60724.85506402773,192.78303562749082,0,0,0,0,19,1,0
20,164517,819.1564041663609,Credit,BankA,5371.878222716422,IN,State1,CityC,79,25,24256.336148615956,11.493091573457555,9,0,1,1,3,0,0
21,141518,3367.8700560491725,Credit,BankA,8092.499344917641,US,State3,CityC,24,15,97727.21530100224,141.57141550367675,4,0,0,1,5,0,0
22,95339,2910.477674717973,Debit,BankB,1961.9558044253363,IN,State2,CityA,64,25,24653.504627209848,106.41442166227671,9,0,0,1,11,0,0
23,144887,167.68167507412477,Debit,BankC,12165.093779075967,FR,State2,CityC,52,21,34306.503812950985,181.49055910466907,1,0,1,0,9,0,0
24,93095,308.04395525816705,Debit,BankC,9725.910779439737,UK,State2,CityB,51,26,74256.04198682064,82.33248307740743,0,0,1,1,8,1,0
25,105536,1303.969803173481,Debit,BankB,15453.606831362373,FR,State3,CityB,20,19,32440.12413828665,108.54243960391065,4,1,1,0,2,0,1
26,76042,3724.300212120681,Credit,BankC,4921.2668278112,IN,State3,CityC,19,24,28549.59421662312,151.04448446354334,4,1,1,0,0,0,0
27,2446,634.1892319414525,Credit,BankB,9299.430205288234,DE,State2,CityC,62,7,32289.63050967377,19.037643231279237,0,1,1,0,13,1,0
28,83808,1023.8784575509627,Credit,BankA,4434.163228090338,IN,State3,CityB,44,21,24953.61945731273,20.350295794754096,6,0,0,1,7,0,0
29,132792,4538.132898080411,Credit,BankC,12665.6052797204,IN,State2,CityC,75,12,40105.499220667545,50.21782227920646,2,0,1,1,22,0,0
30,26479,2730.6920616370953,Debit,BankC,17112.57487371759,US,State2,CityB,62,17,41689.54168118517,37.82067087055346,5,1,1,1,17,1,0
31,78488,3104.2520038896746,Debit,BankC,15543.421720530716,DE,State3,CityB,19,7,59889.76700386574,11.224258983439645,1,1,1,1,20,1,0
32,99238,2278.8361691639434,Credit,BankA,18939.761479986857,US,State1,CityA,69,11,55097.801376382005,128.36806620018,8,0,1,0,11,1,0
33,58656,1498.8619548945762,Debit,BankC,19462.78985540823,US,State2,CityA,71,1,57897.07321190761,161.22821381664144,1,0,1,0,11,1,0
34,34076,1245.658935312086,Debit,BankB,15668.643484057822,FR,State2,CityB,68,17,69283.1603367122,191.8518455037623,1,1,1,1,9,0,0
35,46265,2946.102039110896,Credit,BankC,6449.3156222249145,UK,State3,CityC,58,25,38476.9144999635,93.77106035766447,0,0,1,0,3,1,0
36,32967,2354.8817732516413,Credit,BankB,5165.966167091046,IN,State3,CityB,22,22,30776.330487351614,63.14692506589798,0,0,0,0,19,1,0
37,127479,2015.1715876188161,Credit,BankC,9503.43165642993,DE,State3,CityB,38,7,90310.26229164349,174.14146526791453,3,0,1,1,4,1,0
38,53258,3471.928877920076,Credit,BankB,19883.790196965292,IN,State2,CityC,24,2,70715.3071655161,170.43516643948453,6,1,0,1,7,0,0
39,125764,2020.7767495933701,Credit,BankA,8840.692395525952,US,State1,CityA,42,11,24853.06351478397,128.72021007740364,3,0,0,0,18,1,0
40,48625,183.661537378229,Credit,BankC,4782.2998008731065,UK,State1,CityB,62,16,96884.13199206562,61.89831734196758,4,1,0,1,21,0,1
41,136146,4198.351269990153,Credit,BankA,18942.51467788158,US,State1,CityA,18,15,75445.48018147271,182.61834303212754,5,1,0,0,5,0,0
42,20377,1592.0240205774264,Debit,BankA,8332.441574324432,IN,State2,CityC,26,8,32136.371366960928,43.89625397143802,4,0,1,1,15,1,0
43,88992,4732.009210569717,Debit,BankC,14127.078857324988,FR,State3,CityA,19,15,97530.75453411206,18.292835692300265,4,1,1,0,22,0,0
44,53085,4397.791670972643,Debit,BankC,15974.90659367715,IN,State1,CityC,20,7,49232.587459970644,161.35747409819922,3,1,0,1,8,1,0
45,39701,1169.5888820532773,Credit,BankB,17019.962139131145,US,State1,CityC,61,5,98760.80638918161,117.09522148254713,8,1,1,0,10,0,0
46,50749,4827.35541976207,Credit,BankC,16604.32735533302,DE,State1,CityA,54,8,28262.05035146308,56.82888525251978,4,1,0,1,2,1,0
47,114692,4267.805261712031,Credit,BankC,16888.69039699962,DE,State2,CityB,75,2,32797.537362839656,137.4701758408404,8,1,0,1,13,1,0
48,65081,4925.082418096758,Debit,BankB,13685.415123979736,DE,State3,CityB,61,6,72593.56406998754,155.6761395244254,3,1,0,1,4,1,0
49,8471,3389.74549622085,Credit,BankB,8672.790316176739,DE,State3,CityC,21,4,21771.47721328586,170.46373075503578,8,0,0,0,20,0,1
50,171430,4653.634438953719,Debit,BankC,13678.450227212907,DE,State3,CityA,38,7,21495.171297458855,63.60394303403992,4,0,0,1,20,1,0
51,134091,3450.4687093273537,Credit,BankC,16897.95234713835,UK,State3,CityA,78,6,83358.62657799202,14.861615737870384,7,0,1,1,5,0,0
52,103661,4275.468401320551,Debit,BankC,7662.206827864,UK,State1,CityA,43,28,33422.426539185624,106.90737580510202,0,1,1,0,0,0,0
53,149820,3052.1503591041073,Debit,BankA,6633.651815548762,FR,State3,CityA,70,22,93503.19940700858,172.65493364477476,3,0,1,1,12,1,0
54,114814,4645.872571156085,Credit,BankA,7530.437124998107,DE,State1,CityC,61,5,54071.69297370974,49.48605407976826,3,0,1,0,8,0,0
55,28975,2590.4393472782285,Credit,BankC,11474.384524558,US,State2,CityA,54,27,89892.18834394205,90.0138398925223,1,1,1,0,2,0,0
56,168666,3682.8462626083665,Debit,BankB,1996.433621464946,US,State2,CityA,31,5,53421.08672692228,58.71993966612886,2,1,0,0,5,1,0
57,3249,4584.803090861368,Debit,BankC,15800.445561319959,IN,State2,CityB,63,18,62418.4003977712,12.538903770542841,7,0,1,0,19,0,0
58,118589,2111.956369818319,Credit,BankC,3638.187210553837,DE,State3,CityC,27,11,45321.13293411302,180.71957832423593,7,0,0,0,22,0,0
59,61929,132.02011049730825,Credit,BankA,3523.934478897877,US,State3,CityA,43,23,72646.11342047481,35.66011307470839,0,0,1,0,7,1,0
60,29108,565.2444392161185,Credit,BankC,4755.5236477659955,FR,State1,CityA,27,23,45456.093275445295,155.6857519931663,1,1,0,1,3,1,0
61,95892,4859.557489635256,Credit,BankC,11961.621264477468,US,State3,CityC,54,8,37853.60782800394,75.8546140404155,3,0,0,0,5,1,0
62,21541,4366.013974093754,Debit,BankA,6425.799140275164,FR,State2,CityC,76,20,26483.78495701606,62.75956269226639,5,0,0,1,11,1,0
63,90594,2417.0923648072844,Credit,BankA,7993.716250744493,DE,State3,CityB,35,11,24613.54782622774,188.79548843602,2,1,0,0,11,0,0
64,19423,4804.497451347467,Debit,BankB,18701.33310858443,IN,State1,CityC,44,27,44477.94825618311,134.86790248072208,6,1,0,1,6,0,0
65,86330,928.0358728226524,Credit,BankB,17096.84141956272,IN,State2,CityA,34,27,78917.86761994043,140.5153057650804,2,1,0,0,15,1,0
66,58851,554.8407278222978,Debit,BankB,17191.620128990864,UK,State2,CityB,27,29,36449.6053074893,154.33405450623047,7,0,1,0,6,0,0
67,158816,3007.204375175794,Credit,BankC,11975.19483319377,DE,State1,CityA,28,25,43938.19601115973,74.7773338443062,5,1,1,1,23,1,0
68,123818,1910.6076639709336,Debit,BankB,17462.856798519133,US,State2,CityC,64,26,92413.71348176991,117.0962513321969,7,1,0,1,2,1,0
69,65552,1698.8547820886738,Credit,BankA,15792.750681470518,IN,State1,CityC,41,19,71132.59966490566,61.34243536890827,6,1,0,0,12,0,0
70,122692,3670.762134305106,Credit,BankB,19111.499255310184,FR,State1,CityC,36,19,93577.79115375812,168.56288794060512,4,1,1,0,19,1,0
71,138155,750.0741744701146,Credit,BankC,2222.9996954163953,FR,State3,CityB,61,29,92898.08272029072,123.86840206674539,4,1,0,1,8,0,0
72,168915,3892.247329460351,Credit,BankC,1545.8155394247246,US,State2,CityA,33,2,25072.854598855192,56.24729694781235,2,0,1,1,10,0,0
73,29118,1797.2544851748232,Debit,BankB,4325.568873753931,US,State3,CityA,40,10,96400.74599426918,180.95409720113784,3,0,0,0,6,0,0
74,45334,4933.687922418072,Credit,BankC,18652.611589651537,DE,State3,CityB,73,7,24094.236724900453,120.35960009193184,7,0,1,0,22,1,0
75,76441,4043.7323470320543,Credit,BankC,12505.737013130672,US,State1,CityC,76,12,94049.51341987895,104.05579561890848,4,0,0,1,14,0,0
76,95918,3231.1213482548583,Credit,BankC,9096.137836210337,US,State1,CityA,29,26,63738.67493253727,16.552641422073755,8,0,1,0,0,0,0
77,55324,1147.2390552078284,Credit,BankB,10741.510168046883,US,State3,CityC,71,2,62655.16663019132,182.86238098051638,2,1,1,0,1,0,0
78,92119,4782.13273580527,Debit,BankC,16762.487176325732,IN,State1,CityC,79,7,77061.12500958552,190.93204404596185,9,0,1,1,0,1,0
79,45156,164.55986973510312,Credit,BankB,18653.089920274557,DE,State2,CityA,71,19,90336.9016609384,116.89373928918275,2,1,0,1,14,0,0
80,6230,1116.75666654887,Debit,BankB,14864.277851907287,US,State2,CityC,76,1,69360.36445290055,94.0775371867659,7,0,1,0,3,1,0
81,32649,183.88817742851415,Credit,BankC,15437.10882580863,US,State3,CityA,36,11,54031.98830250572,78.31736254089115,7,0,1,0,3,0,1
82,41429,4832.581233547301,Credit,BankB,7087.182839112921,FR,State2,CityA,42,8,28951.14743878188,60.92911668184678,6,0,0,1,13,0,0
83,64127,4357.248883734934,Debit,BankB,9873.668710216245,IN,State3,CityB,20,8,83136.7444715903,119.16057418279918,5,1,0,1,4,0,0
84,167117,4760.538807930357,Credit,BankC,17818.99367595215,US,State2,CityA,30,14,30263.47939766441,34.33806007276742,6,0,0,1,20,1,0
85,67160,3575.177778483089,Credit,BankC,15932.748091378973,IN,State1,CityB,38,13,78109.26889593943,184.64298556657664,6,1,1,1,0,1,0
86,72785,137.1300547433332,Credit,BankB,14001.147450765606,DE,State2,CityC,39,10,62233.995662562076,43.43216023098595,5,0,0,1,14,1,0
87,25811,4657.51088660777,Credit,BankA,2239.689881874288,DE,State1,CityB,64,17,50866.87398064548,151.6475198452683,8,1,1,0,6,0,0
88,82038,2104.7696488763672,Credit,BankA,1750.6371696251422,UK,State3,CityC,46,27,69038.9109002694,68.30867675004379,4,0,1,1,15,0,0
89,59227,1841.0106632650356,Debit,BankA,3477.807919165906,FR,State2,CityB,66,6,81788.48688596344,52.953504758948874,4,1,1,1,21,0,0
90,40071,1420.6689733746337,Credit,BankA,12046.430884758835,UK,State1,CityC,60,20,95291.16947604968,115.99514407740816,5,1,1,1,23,1,0
91,40708,1433.9962684403479,Credit,BankB,11191.35009948185,IN,State1,CityA,42,21,41175.750627024,155.37374642030596,9,0,1,0,13,1,0
92,58131,4003.1447538090492,Credit,BankC,18911.125704394024,FR,State3,CityB,40,14,95770.41281693586,148.07996709865978,3,0,0,0,14,1,0
93,166607,1281.904828050868,Debit,BankA,14200.433160824532,US,State3,CityA,76,24,96875.84367902337,54.41370667046942,9,0,0,1,14,0,0
94,168920,1110.8180655720112,Debit,BankC,6585.479729563094,FR,State2,CityA,29,8,85090.44115837442,72.79544655122419,9,0,0,0,19,1,1
95,54616,3490.1011589979908,Debit,BankA,4068.4295824982487,FR,State2,CityC,66,7,90514.97399538793,175.07811477007147,8,0,0,1,0,0,0
96,163427,1437.3224555727359,Credit,BankA,17141.13154723926,DE,State2,CityC,71,5,75394.20109737373,147.41631145811752,1,1,0,1,18,0,0
97,86642,65.6645569560026,Credit,BankA,9732.85797009146,UK,State1,CityC,40,6,23127.777594502775,145.41184201698678,2,0,0,1,6,0,0
98,159561,4658.832617719409,Credit,BankC,13415.920450768126,DE,State3,CityC,22,8,66006.28357643136,61.09196450305929,8,0,0,0,17,0,1
99,46503,1567.8262992786213,Credit,BankC,11737.728525225255,DE,State2,CityB,46,21,79776.36503686177,160.48081845814275,0,0,1,0,14,0,0
100,139279,3821.889615565975,Credit,BankA,3041.670576596065,UK,State2,CityA,22,3,95336.2507765068,78.09938113216317,4,0,1,0,12,1,0
101,168451,2344.94194673414,Debit,BankC,2084.109289954714,DE,State1,CityC,56,9,65636.1477615099,86.26419883026888,2,1,1,1,18,1,0
102,55561,670.4077519841105,Credit,BankA,8163.345604611857,FR,State2,CityA,52,25,83536.05426059067,64.63660691013796,2,1,1,0,17,0,1
103,137775,3309.6445730856376,Debit,BankB,7869.4556533686355,IN,State1,CityB,52,10,76403.09740355951,33.06414693745597,0,1,1,1,3,1,0
104,19166,1157.8068192184514,Debit,BankC,13802.16414640922,US,State1,CityC,34,1,42464.231083806546,89.87477696920165,7,1,0,0,17,0,0
105,137235,1439.5964954964088,Debit,BankA,13011.807772922073,US,State3,CityB,47,7,32378.246012108684,13.218505365250033,2,1,0,1,3,0,0
106,172042,162.0414962494987,Credit,BankB,19409.877640815892,DE,State1,CityB,73,20,80072.42629423202,96.62294549117935,3,1,0,1,15,1,0
107,87059,82.02658653503372,Credit,BankB,17303.89055265986,UK,State3,CityA,19,6,38701.46889436059,147.75122323959906,4,1,1,0,13,0,0
108,74006,2568.1021498772125,Debit,BankA,10435.067989730469,FR,State1,CityA,32,13,39575.32437041127,192.54155622525028,4,1,0,1,13,1,0
109,109438,288.9839664632576,Debit,BankB,10500.481698691216,DE,State3,CityB,68,7,71515.6990960518,24.936497467546346,1,0,1,0,6,0,0
110,143692,1047.0957658455695,Debit,BankB,13808.455353141193,FR,State1,CityB,40,8,83125.47712236227,63.44523379334406,6,0,1,1,12,1,0
111,136592,4619.036520763986,Debit,BankA,3167.7210726922353,FR,State2,CityC,59,27,66586.5674288989,103.88489980622305,5,0,0,1,23,0,0
112,88841,414.2864644528413,Debit,BankB,19997.920727996458,US,State3,CityA,43,21,90798.65231032569,42.3737102533641,6,1,1,0,13,0,0
113,60135,1453.9545852135093,Credit,BankB,10857.353923628856,IN,State3,CityB,28,5,36915.46154005396,32.19741919449789,9,1,1,1,9,1,0
114,100389,3632.643545409225,Debit,BankA,18288.19260427043,IN,State1,CityB,41,12,40193.154363259164,95.9404400356046,9,0,0,1,12,0,0
115,54221,4421.6265940665735,Debit,BankA,19379.77035839195,UK,State2,CityA,26,6,70956.44033259555,120.33880048951929,2,0,0,1,5,0,0
116,79863,231.0652854766351,Credit,BankB,12051.212058143043,IN,State2,CityB,31,23,86349.45476946376,165.8394680438088,7,0,0,1,10,1,0
117,156384,927.2057426515037,Debit,BankC,2963.6243029707316,DE,State3,CityC,41,15,63148.14413425868,199.58265014089395,5,1,0,0,5,1,0
118,116536,1939.4233218560528,Debit,BankA,11893.570359979452,US,State2,CityB,24,21,20830.525864203693,157.1114481975651,6,1,1,0,10,1,0
119,60376,1804.9775660731025,Debit,BankC,12355.206306153748,US,State2,CityB,27,21,74155.45033655528,52.054685873600846,8,1,0,0,18,0,0
120,36376,1442.6357887698473,Debit,BankA,15994.66959869329,FR,State1,CityA,50,28,85086.59464143479,152.11583306463703,7,1,0,1,16,0,0
121,78733,1211.545528530151,Credit,BankC,1916.356072903217,DE,State2,CityA,50,4,42123.490231677926,112.05918862062563,7,1,0,0,2,1,0
122,45100,1343.3014872718754,Credit,BankA,9859.991976706784,DE,State2,CityC,63,17,24335.858310581396,95.6538193836534,2,0,0,0,0,0,0
123,35445,667.1365518051193,Debit,BankB,18532.63490839945,FR,State2,CityB,44,14,61436.15824860386,187.78841384238123,0,1,1,1,15,1,0
124,65829,816.6414794194803,Debit,BankB,19834.682494894416,FR,State2,CityC,25,7,23372.417628076273,143.3975915147357,0,1,1,1,11,1,0
125,117884,3033.8384314256346,Debit,BankC,4636.270896425515,US,State1,CityB,31,23,53281.33951321955,139.521683973352,9,1,1,0,13,0,0
126,96599,1460.962686892021,Debit,BankC,17541.380861965667,DE,State1,CityB,24,13,21425.427557623636,12.23363329824404,1,1,0,0,17,0,0
127,60392,1998.432355028237,Credit,BankA,3778.7606709822376,IN,State2,CityA,35,22,37997.33783263492,174.36358336215878,7,0,0,1,2,0,0
128,93051,2059.8378338676707,Credit,BankA,16982.314256790043,IN,State1,CityC,74,10,51105.796150952796,160.7270907079591,9,1,1,1,23,1,0
129,12454,548.6963861801404,Credit,BankC,6268.276821885607,US,State3,CityB,43,18,28936.47117962063,66.79895680678409,5,0,1,1,7,0,0
130,82188,4097.470754344533,Debit,BankC,19232.880054933707,IN,State1,CityB,72,2,29132.47231909466,65.50154837625566,5,0,0,1,17,0,0
131,48321,4781.798774765992,Credit,BankB,14214.438267112106,IN,State1,CityA,58,22,86164.93922605006,20.16090740986101,0,0,1,0,15,1,0
132,25723,1317.716651042979,Debit,BankC,8583.101426405432,DE,State1,CityA,76,12,23313.90934059196,19.662720508448658,1,1,0,0,14,0,0
133,37945,1472.0579844737013,Debit,BankB,6338.493268255159,DE,State3,CityA,32,13,75117.29989389166,137.03295755771944,4,0,0,1,21,1,0
134,102195,3465.7721345529426,Credit,BankC,5469.513022014462,UK,State3,CityC,50,25,85158.56394794813,45.38514645247809,2,0,1,1,1,0,0
135,169540,402.9511002932682,Debit,BankB,13935.054212992118,DE,State3,CityC,28,21,30457.788330851115,185.4740914693246,1,1,1,0,15,1,0
136,7649,4536.615605630011,Credit,BankB,18020.02904896075,UK,State1,CityB,36,7,35629.65876107781,170.056841324741,8,0,0,0,22,0,0
137,127219,602.9553302648893,Credit,BankB,15343.89742267253,DE,State3,CityC,59,18,71319.46412760235,76.2881804061149,9,1,0,0,9,0,0
138,137456,3660.315033927446,Debit,BankA,16861.039222314303,FR,State3,CityA,35,22,45251.72901945752,82.21302484436274,6,0,1,0,10,1,0
139,152412,1457.58246448011,Credit,BankB,15846.291585056208,DE,State1,CityA,39,11,58113.84569879202,72.18254656240832,0,0,1,1,18,0,0
140,22334,1616.3303587542334,Debit,BankC,19603.805663462368,UK,State2,CityC,75,22,86880.21666237856,27.555033506434267,0,1,1,0,23,0,0
141,103652,704.2318179920999,Debit,BankC,15398.293609700171,IN,State1,CityB,53,10,31038.653710743187,15.97172995354141,2,1,0,1,18,0,0
142,71107,3231.69268158649,Credit,BankC,4994.341850935202,DE,State1,CityB,35,22,69572.20175237648,95.90530008458049,9,1,1,1,9,1,0
143,39842,3974.973856071878,Credit,BankA,16040.370844015782,IN,State1,CityB,35,6,95391.817782464,189.17762175338393,5,1,1,0,21,0,0
144,10694,4751.208374944659,Credit,BankB,7119.317858711217,IN,State2,CityB,39,14,24597.330374973644,184.2773709556357,1,0,1,1,16,1,0
145,95193,1657.7538576633972,Credit,BankA,19920.197390594305,DE,State1,CityA,42,20,24800.5411987809,163.86936081305925,7,0,0,1,23,0,0
146,78367,3105.908339110033,Credit,BankB,8156.779781902785,DE,State1,CityC,71,5,64379.38980941097,129.4330362141709,3,0,0,1,22,1,0
147,130071,2074.9705914772835,Debit,BankC,6563.081361097368,FR,State2,CityA,69,20,96806.06368754634,172.68225727137528,7,1,0,1,0,1,0
148,118065,2789.222785267204,Debit,BankB,5545.1037246693195,UK,State1,CityB,61,6,37637.8913893431,107.86301836899719,6,1,0,0,6,0,0
149,156021,814.6670168182087,Credit,BankA,13511.778389109026,DE,State1,CityB,48,9,46463.35757729604,44.23042527392003,1,1,0,0,15,1,0
150,113850,2908.768637706818,Credit,BankA,3075.2006793630926,IN,State1,CityA,26,29,27891.837963829894,139.99236607995405,8,0,1,0,10,1,0
151,170944,4245.412855326542,Credit,BankA,19117.637752926465,IN,State2,CityB,67,5,48979.778434947984,184.9227466839141,4,0,0,1,20,1,0
152,81884,4318.26713456608,Debit,BankA,6591.940894219606,DE,State1,CityA,55,5,23546.598401606396,13.724968507091889,5,1,1,1,17,0,0
153,55935,2416.9518041348424,Debit,BankC,6612.611609730973,UK,State2,CityA,72,19,51127.51981957945,57.774369919506846,1,0,0,0,0,1,0
154,16495,1178.7399697676235,Debit,BankA,1875.255818434123,IN,State2,CityA,78,13,64439.02199536248,60.43325634154157,2,1,0,1,1,1,0
155,76268,4183.396503583573,Credit,BankA,5674.33283959791,FR,State3,CityA,36,27,98000.3861347409,28.817512337089575,9,1,0,0,21,0,0
156,123173,4997.142589877161,Debit,BankA,8960.607757848516,IN,State1,CityB,69,23,85471.038371356,52.84390206572438,7,1,1,0,1,1,0
157,100773,1885.8044380300332,Credit,BankC,8022.521414260195,UK,State1,CityB,72,5,85765.23286202794,82.95659480316958,4,0,0,1,5,0,0
158,96404,4621.8442821399585,Credit,BankB,6187.378507288185,US,State3,CityB,42,14,38251.545965775775,188.56873072118157,9,0,1,0,23,1,0
159,116886,4917.300786065755,Credit,BankC,1774.132918944766,FR,State3,CityC,32,2,26978.77617350761,173.4504961340913,0,0,1,1,7,0,0
160,21677,1978.0724728776684,Debit,BankC,6711.046098507206,FR,State1,CityA,22,25,68245.97632833949,189.7411826098972,8,1,0,0,21,0,0
161,142532,3581.424921907567,Debit,BankC,15788.287826999282,US,State1,CityC,28,5,61691.05560446139,32.90863757724445,0,0,1,1,20,1,0
162,113918,2905.466704970311,Credit,BankB,9337.053420879953,FR,State3,CityA,30,23,61320.310126210505,15.329207707658767,8,0,1,1,19,1,0
163,89501,3610.971221546674,Credit,BankA,6524.731604375558,FR,State1,CityA,51,28,28720.638896056786,30.877801238109953,9,1,0,0,13,1,0
164,76881,770.7721314324091,Credit,BankC,6791.0505488111985,FR,State1,CityB,25,23,59510.791541066064,183.71617062199914,5,0,1,0,21,0,0
165,163909,1833.6055310873596,Debit,BankA,11534.313953384115,IN,State1,CityA,42,26,32028.459247965468,39.92284132175462,6,0,0,1,20,0,0
166,38724,313.9995757852602,Debit,BankA,6743.5608770424205,IN,State3,CityC,44,12,53769.16749694706,118.80097424877972,0,1,0,1,19,0,0
167,145833,3066.084551574256,Credit,BankB,12985.149077457698,DE,State3,CityB,28,24,24973.010611585283,53.24065027354477,9,0,1,1,21,0,0
168,75153,4633.482877549325,Credit,BankB,19799.635760777186,DE,State2,CityB,35,20,88551.40795268552,13.920730734191903,0,0,1,1,7,1,0
169,68108,2801.4206253296707,Credit,BankC,1782.3515573223076,IN,State2,CityA,75,7,21054.406904473428,26.078055007089755,4,1,1,0,16,0,0
170,51411,351.6673993352384,Credit,BankB,4205.9983582500045,FR,State1,CityB,27,3,95145.85115562638,144.86143436361849,1,0,1,0,4,0,0
171,140995,4651.887695721761,Debit,BankB,4403.043360491457,UK,State1,CityC,50,9,89031.34581831511,44.64962588253443,9,0,0,1,2,1,0
172,104012,664.8332235832106,Debit,BankB,9494.336040708286,US,State2,CityA,53,15,80208.64580554423,53.53644903236109,4,1,0,1,23,0,0
173,165201,4414.70831578419,Debit,BankA,1786.9555290141143,DE,State2,CityC,78,15,98604.04658285798,81.6787351565003,4,0,1,1,23,1,0
174,57676,3571.139086485159,Credit,BankB,10072.909977107816,FR,State2,CityB,34,8,24305.59977020665,134.87589642587295,5,0,0,0,17,1,0
175,157900,3181.842412681313,Debit,BankC,18649.570403456473,DE,State1,CityC,66,28,71327.76848418773,99.1807546623366,8,0,1,0,9,1,0
176,30182,2934.24211964886,Debit,BankB,1219.7176851613376,UK,State1,CityC,22,26,87944.16723773727,189.47594103881625,5,0,0,1,3,1,0
177,83042,655.7547627151522,Debit,BankC,7933.838476518438,FR,State2,CityB,40,16,30129.36772246155,92.49461624053603,9,0,1,1,9,0,0
178,1957,2504.2237534360547,Credit,BankC,15456.981670108331,IN,State3,CityA,20,25,66781.99829332219,47.83487483751962,0,0,1,1,17,1,0
179,46009,983.4732248399295,Debit,BankB,3935.3955063424864,UK,State2,CityA,56,2,51513.75269557374,111.86713948771154,4,1,1,0,12,1,0
180,57803,2858.923642647825,Debit,BankA,2473.6210480043005,DE,State3,CityB,54,20,54866.16906776747,95.66902686802473,1,1,1,0,21,0,0
181,156865,2236.724248591159,Credit,BankC,12984.792207990133,FR,State3,CityA,27,1,93001.92683081809,159.55628432165565,7,0,0,1,16,0,0
182,88618,3398.381012191854,Credit,BankC,1189.067271940646,FR,State1,CityC,44,24,63092.11602197859,187.67303380250166,6,0,0,1,13,0,0
183,54137,4912.485324340751,Credit,BankC,16233.6393322246,US,State3,CityB,73,29,27460.963587705934,168.8960933269364,5,0,1,1,18,0,0
184,55931,1805.0834079245744,Credit,BankB,2270.2023177558767,US,State3,CityB,24,4,94977.29390755431,83.91754773592902,1,1,1,0,17,1,0
185,123190,3083.5713145648515,Debit,BankC,10962.730928986855,US,State2,CityA,66,4,34816.89364503164,51.06206323535834,2,0,0,1,22,0,0
186,166729,4322.035988598712,Credit,BankB,15062.426494326815,IN,State2,CityA,46,23,91410.94531776512,183.75289803264621,8,1,1,1,7,0,0
